,video_id,window_size,step_size,vector_method,similarity_method,is_min_thresh,algorithm,n_clusters,sim_thresh,sim_filter,accurrcy_shift
0,2mC1uqwEmWQ,,,,,,,,,,
1,MkiUBJcgdUY,,,,,,,,,,
2,x5zLaWT5KPs,,,,,,,,,,
3,zWg7U0OEAoE,,,,,,,,,,
